Datum von,Jahr,Monat,Biomasse [MWh],Wasserkraft [MWh],Wind Offshore [MWh],Wind Onshore [MWh],Photovoltaik [MWh],Sonstige Erneuerbare [MWh],Kernenergie [MWh],Braunkohle [MWh],Steinkohle [MWh],Erdgas [MWh],Pumpspeicher [MWh],Sonstige Konventionelle [MWh],Biomasse [TWh],Wasserkraft [TWh],Wind Offshore [TWh],Wind Onshore [TWh],Photovoltaik [TWh],Sonstige Erneuerbare [TWh],Kernenergie [TWh],Braunkohle [TWh],Steinkohle [TWh],Erdgas [TWh],Pumpspeicher [TWh],Sonstige Konventionelle [TWh]
2023-10-01,2023,Oktober,3076700.75,1031028.75,2577212.75,11832075.0,3310175.75,104358.0,0.0,6617187.0,3220046.25,3879790.75,904607.0,1465643.0,3.07670075,1.03102875,2.57721275,11.832075,3.31017575,0.104358,0.0,6.617187,3.22004625,3.87979075,0.904607,1.465643
2023-11-01,2023,November,3088185.75,1351629.0,2319520.25,14411570.5,1367921.75,115398.75,0.0,7164197.0,3958817.25,5090586.0,852006.25,1389172.5,3.08818575,1.351629,2.31952025,14.4115705,1.36792175,0.11539875,0.0,7.164197,3.95881725,5.090586,0.85200625,1.3891725
2023-12-01,2023,Dezember,3166389.25,1345611.5,2990697.5,16267234.75,761045.0,118933.75,0.0,6904953.5,3933812.75,5524589.25,838946.0,1434812.0,3.16638925,1.3456115,2.9906975,16.26723475,0.761045,0.11893375,0.0,6.9049535,3.93381275,5.52458925,0.838946,1.434812
2024-01-01,2024,Januar,3178686.0,1527869.75,3036663.75,15538623.0,1433804.0,121548.0,0.0,6819909.25,4036643.0,7171706.5,797579.5,1356743.0,3.178686,1.52786975,3.03666375,15.538623,1.433804,0.121548,0.0,6.81990925,4.036643,7.1717065,0.7975795,1.356743
2024-02-01,2024,Februar,3025250.75,1363737.75,2780407.5,14088422.75,2236905.75,100751.5,0.0,6010242.5,2607946.25,5287330.75,770379.5,1340098.5,3.02525075,1.36373775,2.7804075,14.08842275,2.23690575,0.1007515,0.0,6.0102425,2.60794625,5.28733075,0.7703795,1.3400985
2024-03-01,2024,März,3270618.5,1394855.75,2736839.0,9347789.0,4876757.25,85718.5,0.0,6461017.75,2423432.25,5301249.25,818488.75,1402417.0,3.2706185,1.39485575,2.736839,9.347789,4.87675725,0.0857185,0.0,6.46101775,2.42343225,5.30124925,0.81848875,1.402417
2024-04-01,2024,April,3028276.25,1402538.0,2186038.25,9674383.75,6624391.25,77726.75,0.0,4303987.5,1642419.25,4319790.5,903802.75,1284024.75,3.02827625,1.402538,2.18603825,9.67438375,6.62439125,0.07772675,0.0,4.3039875,1.64241925,4.3197905,0.90380275,1.28402475
2024-05-01,2024,Mai,3027532.5,1683963.75,1528316.0,6248813.75,8603730.25,82885.25,0.0,4716631.75,1088283.25,3873127.25,904486.25,1325669.25,3.0275325,1.68396375,1.528316,6.24881375,8.60373025,0.08288525,0.0,4.71663175,1.08828325,3.87312725,0.90448625,1.32566925
2024-06-01,2024,Juni,2861024.25,1653953.0,1552964.75,5670932.75,8835624.5,69856.0,0.0,5290899.0,1072616.5,3493624.0,951746.0,1153422.25,2.86102425,1.653953,1.55296475,5.67093275,8.8356245,0.069856,0.0,5.290899,1.0726165,3.493624,0.951746,1.15342225
2024-07-01,2024,Juli,2878042.0,1795411.75,1636014.25,5528038.25,9306817.75,80859.0,0.0,5471088.0,1050448.0,3253777.5,1070466.75,1424860.5,2.878042,1.79541175,1.63601425,5.52803825,9.30681775,0.080859,0.0,5.471088,1.050448,3.2537775,1.07046675,1.4248605
2024-08-01,2024,August,2817887.25,1456816.25,1426232.0,5184448.5,8941062.25,81602.75,0.0,5365300.25,1696165.5,3430310.25,994638.0,1371920.75,2.81788725,1.45681625,1.426232,5.1844485,8.94106225,0.08160275,0.0,5.36530025,1.6961655,3.43031025,0.994638,1.37192075
2024-09-01,2024,September,2747048.0,1357653.75,1822075.0,8943181.25,6161317.5,76891.5,0.0,5177279.75,2185951.25,3207378.75,837670.5,1292639.5,2.747048,1.35765375,1.822075,8.94318125,6.1613175,0.0768915,0.0,5.17727975,2.18595125,3.20737875,0.8376705,1.2926395
2024-10-01,2024,Oktober,3041499.25,1564444.75,2261530.25,8368162.75,3561570.5,88776.5,0.0,7134012.25,2750257.75,3852887.75,834093.75,1302478.5,3.04149925,1.56444475,2.26153025,8.36816275,3.5615705,0.0887765,0.0,7.13401225,2.75025775,3.85288775,0.83409375,1.3024785
2024-11-01,2024,November,3102041.5,1118226.5,2233532.75,10259467.0,1529686.25,91081.25,0.0,7657978.5,3685594.0,7062067.25,717187.0,1244702.75,3.1020415,1.1182265,2.23353275,10.259467,1.52968625,0.09108125,0.0,7.6579785,3.685594,7.06206725,0.717187,1.24470275
2024-12-01,2024,Dezember,3219102.0,1232445.0,2466866.25,13708154.25,1036765.75,101042.25,0.0,6578007.75,3096561.75,6663231.5,790154.0,1341659.75,3.219102,1.232445,2.46686625,13.70815425,1.03676575,0.10104225,0.0,6.57800775,3.09656175,6.6632315,0.790154,1.34165975
2025-01-01,2025,Januar,3215965.0,1301460.25,2539817.75,13201131.5,1627464.75,96204.89,0.0,6826962.0,3611040.75,7924274.25,853112.25,1233616.75,3.215965,1.30146025,2.53981775,13.2011315,1.62746475,0.09620489,0.0,6.826962,3.61104075,7.92427425,0.85311225,1.23361675
2025-02-01,2025,Februar,2982355.25,1093729.0,2260150.5,7227404.0,3018648.0,84728.25,0.0,7092101.0,4236837.75,7702449.0,744985.75,1157822.5,2.98235525,1.093729,2.2601505,7.227404,3.018648,0.08472825,0.0,7.092101,4.23683775,7.702449,0.74498575,1.1578225
2025-03-01,2025,März,3129644.89,965179.75,1889088.0,6491692.25,6906310.4,87653.72,0.0,7277676.75,3184093.5,5649854.75,903139.0,1223664.75,3.1296448900000002,0.96517975,1.889088,6.49169225,6.906310400000001,0.08765372,0.0,7.27767675,3.1840935,5.64985475,0.903139,1.22366475
2025-04-01,2025,April,2974209.25,1003416.25,1080769.75,5843161.25,8951024.5,81003.25,0.0,5340820.5,2398520.0,3692677.25,954915.25,1169981.0,2.97420925,1.00341625,1.08076975,5.84316125,8.9510245,0.08100325,0.0,5.3408205,2.39852,3.69267725,0.95491525,1.169981
2025-05-01,2025,Mai,2926019.0,1175772.25,1861451.25,7858113.25,10217138.5,75802.0,0.0,4105918.5,985455.25,3130741.75,984972.0,1182706.25,2.926019,1.17577225,1.86145125,7.85811325,10.2171385,0.075802,0.0,4.1059185,0.98545525,3.13074175,0.984972,1.18270625
2025-06-01,2025,Juni,2819445.0,1343208.75,1848906.25,8676526.75,10536110.75,65539.75,0.0,3635517.75,1201003.75,2394517.25,916778.25,1064827.75,2.819445,1.34320875,1.84890625,8.67652675,10.53611075,0.06553975,0.0,3.63551775,1.20100375,2.39451725,0.91677825,1.06482775
2025-07-01,2025,Juli,2882519.84,1405119.49,1561247.83,6167800.71,9056373.02,66518.95,0.0,5754061.25,1909475.25,2927114.0,808930.25,1077294.0,2.88251984,1.40511949,1.5612478300000001,6.16780071,9.056373019999999,0.06651895,0.0,5.75406125,1.90947525,2.927114,0.80893025,1.077294
2025-08-01,2025,August,2852499.35,1463011.45,1699077.95,5459159.51,9672278.48,73973.16,0.0,4518747.75,1301445.0,3015974.75,843045.25,1075939.5,2.85249935,1.46301145,1.69907795,5.45915951,9.672278480000001,0.07397316000000001,0.0,4.51874775,1.301445,3.01597475,0.84304525,1.0759395
2025-09-01,2025,September,2794210.42,1208876.63,2410541.28,9721142.41,6435895.39,72157.99,0.0,4925688.75,1397569.0,3790773.75,733651.25,1014139.0,2.7942104199999998,1.2088766299999998,2.41054128,9.72114241,6.43589539,0.07215799,0.0,4.92568875,1.397569,3.79077375,0.73365125,1.014139
2025-10-01,2025,Oktober,3034056.45,1116769.65,2901834.16,13695534.4,3642622.45,79788.3,0.0,5648721.13,2166156.53,5275413.52,756737.01,1394098.94,3.03405645,1.11676965,2.90183416,13.6955344,3.64262245,0.0797883,0.0,5.64872113,2.16615653,5.27541352,0.75673701,1.39409894
2025-11-01,2025,November,3069622.61,1084135.1,2716300.26,9952192.85,2210900.1,81528.93,0.0,6595504.11,3165924.61,7519788.06,673562.25,1350662.8,3.0696226099999997,1.0841351000000001,2.7163002599999997,9.95219285,2.2109001,0.08152893,0.0,6.59550411,3.16592461,7.51978806,0.67356225,1.3506628
2025-12-01,2025,Dezember,3193590.01,1022205.69,3425383.69,12474033.51,1509063.85,88217.82,0.0,5444634.18,2599886.52,7523775.97,719716.35,1429378.01,3.19359001,1.0222056899999998,3.42538369,12.47403351,1.50906385,0.08821782,0.0,5.4446341799999995,2.59988652,7.52377597,0.71971635,1.42937801
